Valores simples de edad	Sexo	Periodo	Total
81 años	Mujeres	1 de enero de 1999	109.143,75
81 años	Mujeres	1 de julio de 1998	108.018,25
81 años	Mujeres	1 de enero de 1998	107.199,375
81 años	Mujeres	1 de julio de 1997	107.649,125
81 años	Mujeres	1 de enero de 1997	108.543
81 años	Mujeres	1 de julio de 1996	108.765,5
81 años	Mujeres	1 de enero de 1996	109.328,4375
81 años	Mujeres	1 de julio de 1995	108.012,859375
81 años	Mujeres	1 de enero de 1995	106.884,015625
81 años	Mujeres	1 de julio de 1994	106.974,1875
81 años	Mujeres	1 de enero de 1994	107.372,359375
81 años	Mujeres	1 de julio de 1993	104.697,4375
81 años	Mujeres	1 de enero de 1993	102.251,984375
81 años	Mujeres	1 de julio de 1992	103.078,875
81 años	Mujeres	1 de enero de 1992	104.483,328125
81 años	Mujeres	1 de julio de 1991	100.702,296875
81 años	Mujeres	1 de enero de 1991	97.259,920574
81 años	Mujeres	1 de julio de 1990	96.037,831823
81 años	Mujeres	1 de enero de 1990	95.256,967378
81 años	Mujeres	1 de julio de 1989	93.176,924397
81 años	Mujeres	1 de enero de 1989	91.383,564
81 años	Mujeres	1 de julio de 1988	90.287,038294
81 años	Mujeres	1 de enero de 1988	89.201,314716
81 años	Mujeres	1 de julio de 1987	88.900,079139
81 años	Mujeres	1 de enero de 1987	89.053,332749
81 años	Mujeres	1 de julio de 1986	86.307,787408
81 años	Mujeres	1 de enero de 1986	84.022,276655
81 años	Mujeres	1 de julio de 1985	82.809,428299
81 años	Mujeres	1 de enero de 1985	81.863,13708
81 años	Mujeres	1 de julio de 1984	80.601,792401
81 años	Mujeres	1 de enero de 1984	79.776,48827
81 años	Mujeres	1 de julio de 1983	76.025,219155
81 años	Mujeres	1 de enero de 1983	72.727,055085
81 años	Mujeres	1 de julio de 1982	77.019,899398
81 años	Mujeres	1 de enero de 1982	81.944,414525
81 años	Mujeres	1 de julio de 1981	70.855,698416
81 años	Mujeres	1 de enero de 1981	59.491,520463
81 años	Mujeres	1 de julio de 1980	60.265,29597
81 años	Mujeres	1 de enero de 1980	61.594,060041
81 años	Mujeres	1 de julio de 1979	59.394,228946
81 años	Mujeres	1 de enero de 1979	57.366,950543
81 años	Mujeres	1 de julio de 1978	58.840,955943
81 años	Mujeres	1 de enero de 1978	60.833,012382
81 años	Mujeres	1 de julio de 1977	58.939,743624
81 años	Mujeres	1 de enero de 1977	57.506,090723
81 años	Mujeres	1 de julio de 1976	55.307,269291
81 años	Mujeres	1 de enero de 1976	53.345,954143
81 años	Mujeres	1 de julio de 1975	52.168,373577
81 años	Mujeres	1 de enero de 1975	51.301,461398
81 años	Mujeres	1 de julio de 1974	52.062,915387
81 años	Mujeres	1 de enero de 1974	52.865,220779
81 años	Mujeres	1 de julio de 1973	48.358,294545
81 años	Mujeres	1 de enero de 1973	43.943,565816
81 años	Mujeres	1 de julio de 1972	49.056,032017
81 años	Mujeres	1 de enero de 1972	54.930,157666
81 años	Mujeres	1 de julio de 1971	49.589,326507
81 años	Mujeres	1 de enero de 1971	43.948,58
82 años	Ambos sexos	1 de julio de 2022	259.512,010289
82 años	Ambos sexos	1 de enero de 2022	207.208,25268
82 años	Ambos sexos	1 de julio de 2021	220.903,503937
82 años	Ambos sexos	1 de enero de 2021	236.087,755272
82 años	Ambos sexos	1 de julio de 2020	251.132,644573
82 años	Ambos sexos	1 de enero de 2020	268.468,533927
82 años	Ambos sexos	1 de julio de 2019	281.135,139374
82 años	Ambos sexos	1 de enero de 2019	295.326,744874
82 años	Ambos sexos	1 de julio de 2018	290.614,187693
82 años	Ambos sexos	1 de enero de 2018	287.503,630574
82 años	Ambos sexos	1 de julio de 2017	286.491,112023
82 años	Ambos sexos	1 de enero de 2017	286.508,59354
82 años	Ambos sexos	1 de julio de 2016	289.707,249565
82 años	Ambos sexos	1 de enero de 2016	293.938,560011
82 años	Ambos sexos	1 de julio de 2015	292.385,858993
82 años	Ambos sexos	1 de enero de 2015	292.233,120826
82 años	Ambos sexos	1 de julio de 2014	284.469,765552
82 años	Ambos sexos	1 de enero de 2014	277.426,744734
82 años	Ambos sexos	1 de julio de 2013	277.820,995626
82 años	Ambos sexos	1 de enero de 2013	279.261,903874
82 años	Ambos sexos	1 de julio de 2012	270.900,294241
82 años	Ambos sexos	1 de enero de 2012	263.832,352562
82 años	Ambos sexos	1 de julio de 2011	262.120,947098
82 años	Ambos sexos	1 de enero de 2011	260.972,017151
82 años	Ambos sexos	1 de julio de 2010	252.334,784959
82 años	Ambos sexos	1 de enero de 2010	244.068,457844
82 años	Ambos sexos	1 de julio de 2009	243.636,362397
82 años	Ambos sexos	1 de enero de 2009	244.229,798344
82 años	Ambos sexos	1 de julio de 2008	238.078,767411
82 años	Ambos sexos	1 de enero de 2008	232.471,136068
82 años	Ambos sexos	1 de julio de 2007	230.017,051708
82 años	Ambos sexos	1 de enero de 2007	228.433,535497
82 años	Ambos sexos	1 de julio de 2006	224.258,942518
82 años	Ambos sexos	1 de enero de 2006	220.495,092126
82 años	Ambos sexos	1 de julio de 2005	218.774,904075
82 años	Ambos sexos	1 de enero de 2005	219.078,135274
82 años	Ambos sexos	1 de julio de 2004	210.589,390455
82 años	Ambos sexos	1 de enero de 2004	202.400,24256
82 años	Ambos sexos	1 de julio de 2003	196.670,49623
82 años	Ambos sexos	1 de enero de 2003	190.944,566696
82 años	Ambos sexos	1 de julio de 2002	177.854,117988
82 años	Ambos sexos	1 de enero de 2002	164.990,002963
82 años	Ambos sexos	1 de julio de 2001	164.742,015625
82 años	Ambos sexos	1 de enero de 2001	165.099,359375
82 años	Ambos sexos	1 de julio de 2000	161.518,5
82 años	Ambos sexos	1 de enero de 2000	158.696,609375
82 años	Ambos sexos	1 de julio de 1999	156.915,15625
82 años	Ambos sexos	1 de enero de 1999	156.412,515625
82 años	Ambos sexos	1 de julio de 1998	157.124,34375
82 años	Ambos sexos	1 de enero de 1998	158.722,03125
82 años	Ambos sexos	1 de julio de 1997	158.552,125
82 años	Ambos sexos	1 de enero de 1997	159.286,28125
82 años	Ambos sexos	1 de julio de 1996	157.607,75
82 años	Ambos sexos	1 de enero de 1996	156.351,390625
82 años	Ambos sexos	1 de julio de 1995	156.374,53125
82 años	Ambos sexos	1 de enero de 1995	156.786,421875
82 años	Ambos sexos	1 de julio de 1994	153.191,34375
82 años	Ambos sexos	1 de enero de 1994	149.950,03125
82 años	Ambos sexos	1 de julio de 1993	150.334,9375
82 años	Ambos sexos	1 de enero de 1993	151.545,34375
82 años	Ambos sexos	1 de julio de 1992	146.626,875
82 años	Ambos sexos	1 de enero de 1992	142.305,8125
82 años	Ambos sexos	1 de julio de 1991	140.426,484375
82 años	Ambos sexos	1 de enero de 1991	139.259,509351
82 años	Ambos sexos	1 de julio de 1990	136.251,794512
82 años	Ambos sexos	1 de enero de 1990	133.545,965298
82 años	Ambos sexos	1 de julio de 1989	130.994,033863
82 años	Ambos sexos	1 de enero de 1989	128.932,095351
82 años	Ambos sexos	1 de julio de 1988	128.633,988144
82 años	Ambos sexos	1 de enero de 1988	128.663,125755
82 años	Ambos sexos	1 de julio de 1987	124.342,749958
82 años	Ambos sexos	1 de enero de 1987	119.889,694575
82 años	Ambos sexos	1 de julio de 1986	118.771,751904
82 años	Ambos sexos	1 de enero de 1986	118.749,641387
82 años	Ambos sexos	1 de julio de 1985	116.920,556835
82 años	Ambos sexos	1 de enero de 1985	115.377,311539
82 años	Ambos sexos	1 de julio de 1984	110.483,420103
82 años	Ambos sexos	1 de enero de 1984	105.942,101806
82 años	Ambos sexos	1 de julio de 1983	109.186,469029
82 años	Ambos sexos	1 de enero de 1983	114.179,709276
82 años	Ambos sexos	1 de julio de 1982	100.440,643152
82 años	Ambos sexos	1 de enero de 1982	85.477,236481
82 años	Ambos sexos	1 de julio de 1981	85.798,295724
82 años	Ambos sexos	1 de enero de 1981	87.204,802288
82 años	Ambos sexos	1 de julio de 1980	84.663,995656
82 años	Ambos sexos	1 de enero de 1980	82.028,589718
82 años	Ambos sexos	1 de julio de 1979	83.747,176669
82 años	Ambos sexos	1 de enero de 1979	86.349,92439
82 años	Ambos sexos	1 de julio de 1978	83.698,312663
82 años	Ambos sexos	1 de enero de 1978	81.192,431683
82 años	Ambos sexos	1 de julio de 1977	77.914,5285
82 años	Ambos sexos	1 de enero de 1977	75.030,068063
82 años	Ambos sexos	1 de julio de 1976	73.199,05002
82 años	Ambos sexos	1 de enero de 1976	72.125,245407
82 años	Ambos sexos	1 de julio de 1975	72.945,63267
82 años	Ambos sexos	1 de enero de 1975	74.542,024592
82 años	Ambos sexos	1 de julio de 1974	68.530,759532
82 años	Ambos sexos	1 de enero de 1974	62.114,994951
82 años	Ambos sexos	1 de julio de 1973	68.535,746982
82 años	Ambos sexos	1 de enero de 1973	76.195,799868
82 años	Ambos sexos	1 de julio de 1972	69.622,570658
82 años	Ambos sexos	1 de enero de 1972	62.972,245251
82 años	Ambos sexos	1 de julio de 1971	67.002,089855
82 años	Ambos sexos	1 de enero de 1971	71.645,23
82 años	Hombres	1 de julio de 2022	106.803,836138
82 años	Hombres	1 de enero de 2022	84.202,449325
82 años	Hombres	1 de julio de 2021	89.880,034711
82 años	Hombres	1 de enero de 2021	96.359,620106
82 años	Hombres	1 de julio de 2020	102.361,048795
82 años	Hombres	1 de enero de 2020	109.562,477528
82 años	Hombres	1 de julio de 2019	113.844,857305
82 años	Hombres	1 de enero de 2019	118.845,237103
82 años	Hombres	1 de julio de 2018	117.480,915118
82 años	Hombres	1 de enero de 2018	116.889,593146
82 años	Hombres	1 de julio de 2017	116.208,293096
82 años	Hombres	1 de enero de 2017	116.009,993109
82 años	Hombres	1 de julio de 2016	117.000,508467
82 años	Hombres	1 de enero de 2016	118.452,839619
82 años	Hombres	1 de julio de 2015	117.636,38884
82 años	Hombres	1 de enero de 2015	117.617,864372
82 años	Hombres	1 de julio de 2014	114.364,933892
82 años	Hombres	1 de enero de 2014	111.560,803273
82 años	Hombres	1 de julio de 2013	110.590,010441
82 años	Hombres	1 de enero de 2013	110.074,172639
82 años	Hombres	1 de julio de 2012	106.746,327471
82 años	Hombres	1 de enero de 2012	103.937,831897
82 años	Hombres	1 de julio de 2011	102.699,745312
82 años	Hombres	1 de enero de 2011	101.711,779149
82 años	Hombres	1 de julio de 2010	98.237,537692
82 años	Hombres	1 de enero de 2010	94.905,806674
82 años	Hombres	1 de julio de 2009	94.258,218266
82 años	Hombres	1 de enero de 2009	94.148,023678
82 años	Hombres	1 de julio de 2008	91.288,283943
82 años	Hombres	1 de enero de 2008	88.539,492478
82 años	Hombres	1 de julio de 2007	87.487,285203
82 años	Hombres	1 de enero de 2007	86.746,707912
82 años	Hombres	1 de julio de 2006	85.439,086404
82 años	Hombres	1 de enero de 2006	84.275,444497
82 años	Hombres	1 de julio de 2005	82.533,61203
82 años	Hombres	1 de enero de 2005	81.544,646075
82 años	Hombres	1 de julio de 2004	79.522,711747
82 años	Hombres	1 de enero de 2004	77.581,936746
82 años	Hombres	1 de julio de 2003	73.461,429592
82 años	Hombres	1 de enero de 2003	69.121,76604
82 años	Hombres	1 de julio de 2002	64.241,100479
82 años	Hombres	1 de enero de 2002	59.371,195912
82 años	Hombres	1 de julio de 2001	58.489,453125
82 años	Hombres	1 de enero de 2001	57.831,296875
82 años	Hombres	1 de julio de 2000	56.695,25
82 años	Hombres	1 de enero de 2000	55.952,359375
82 años	Hombres	1 de julio de 1999	55.356,53125
82 años	Hombres	1 de enero de 1999	55.386,890625
82 años	Hombres	1 de julio de 1998	55.668,09375
82 años	Hombres	1 de enero de 1998	56.347,03125
82 años	Hombres	1 de julio de 1997	56.105,0625
82 años	Hombres	1 de enero de 1997	56.252,71875
82 años	Hombres	1 de julio de 1996	55.921,5
82 años	Hombres	1 de enero de 1996	55.686,71875
82 años	Hombres	1 de julio de 1995	55.644,1875
82 años	Hombres	1 de enero de 1995	55.690,40625
82 años	Hombres	1 de julio de 1994	54.669,71875
82 años	Hombres	1 de enero de 1994	53.875,328125
82 años	Hombres	1 de julio de 1993	53.575,40625
82 años	Hombres	1 de enero de 1993	53.454,421875
82 años	Hombres	1 de julio de 1992	52.383,6875
82 años	Hombres	1 de enero de 1992	51.571,15625
82 años	Hombres	1 de julio de 1991	51.012,234375
82 años	Hombres	1 de enero de 1991	50.790,514013
82 años	Hombres	1 de julio de 1990	49.610,02475
82 años	Hombres	1 de enero de 1990	48.572,738528
82 años	Hombres	1 de julio de 1989	47.251,134929
82 años	Hombres	1 de enero de 1989	46.016,722125
82 años	Hombres	1 de julio de 1988	45.963,83968
82 años	Hombres	1 de enero de 1988	46.032,712866
82 años	Hombres	1 de julio de 1987	44.113,416995
82 años	Hombres	1 de enero de 1987	41.995,40695
82 años	Hombres	1 de julio de 1986	42.329,869775
82 años	Hombres	1 de enero de 1986	43.143,607617
82 años	Hombres	1 de julio de 1985	42.223,908294
82 años	Hombres	1 de enero de 1985	41.474,007679
82 años	Hombres	1 de julio de 1984	40.047,990403
82 años	Hombres	1 de enero de 1984	38.740,441221
82 años	Hombres	1 de julio de 1983	38.426,134946
82 años	Hombres	1 de enero de 1983	38.519,030881
82 años	Hombres	1 de julio de 1982	34.888,637676
82 años	Hombres	1 de enero de 1982	30.762,947106
82 años	Hombres	1 de julio de 1981	30.522,372628
82 años	Hombres	1 de enero de 1981	30.624,857166
82 años	Hombres	1 de julio de 1980	30.085,934351
82 años	Hombres	1 de enero de 1980	29.432,859517
82 años	Hombres	1 de julio de 1979	30.045,492095
82 años	Hombres	1 de enero de 1979	30.983,234412
82 años	Hombres	1 de julio de 1978	30.010,507316
82 años	Hombres	1 de enero de 1978	29.001,895106
82 años	Hombres	1 de julio de 1977	27.626,819639
82 años	Hombres	1 de enero de 1977	26.426,680632
82 años	Hombres	1 de julio de 1976	25.839,411548
82 años	Hombres	1 de enero de 1976	25.523,687507
82 años	Hombres	1 de julio de 1975	25.929,430223
82 años	Hombres	1 de enero de 1975	26.623,955352
82 años	Hombres	1 de julio de 1974	24.704,595214
82 años	Hombres	1 de enero de 1974	22.618,265303
82 años	Hombres	1 de julio de 1973	24.274,629482
82 años	Hombres	1 de enero de 1973	26.338,521687
82 años	Hombres	1 de julio de 1972	24.909,287555
82 años	Hombres	1 de enero de 1972	23.516,318124
82 años	Hombres	1 de julio de 1971	24.523,77791
82 años	Hombres	1 de enero de 1971	25.694,71
82 años	Mujeres	1 de julio de 2022	152.708,174151
82 años	Mujeres	1 de enero de 2022	123.005,803355
82 años	Mujeres	1 de julio de 2021	131.023,469226
82 años	Mujeres	1 de enero de 2021	139.728,135166
82 años	Mujeres	1 de julio de 2020	148.771,595778
82 años	Mujeres	1 de enero de 2020	158.906,056399
82 años	Mujeres	1 de julio de 2019	167.290,282069
82 años	Mujeres	1 de enero de 2019	176.481,507771
82 años	Mujeres	1 de julio de 2018	173.133,272575
82 años	Mujeres	1 de enero de 2018	170.614,037428
82 años	Mujeres	1 de julio de 2017	170.282,818927
82 años	Mujeres	1 de enero de 2017	170.498,600431
82 años	Mujeres	1 de julio de 2016	172.706,741098
82 años	Mujeres	1 de enero de 2016	175.485,720392
82 años	Mujeres	1 de julio de 2015	174.749,470153
82 años	Mujeres	1 de enero de 2015	174.615,256454
82 años	Mujeres	1 de julio de 2014	170.104,83166
82 años	Mujeres	1 de enero de 2014	165.865,941461
82 años	Mujeres	1 de julio de 2013	167.230,985185
82 años	Mujeres	1 de enero de 2013	169.187,731235
82 años	Mujeres	1 de julio de 2012	164.153,96677
82 años	Mujeres	1 de enero de 2012	159.894,520665
82 años	Mujeres	1 de julio de 2011	159.421,201786
82 años	Mujeres	1 de enero de 2011	159.260,238002
82 años	Mujeres	1 de julio de 2010	154.097,247267
82 años	Mujeres	1 de enero de 2010	149.162,65117
82 años	Mujeres	1 de julio de 2009	149.378,144131
82 años	Mujeres	1 de enero de 2009	150.081,774666
82 años	Mujeres	1 de julio de 2008	146.790,483468
82 años	Mujeres	1 de enero de 2008	143.931,64359
82 años	Mujeres	1 de julio de 2007	142.529,766505
82 años	Mujeres	1 de enero de 2007	141.686,827585
82 años	Mujeres	1 de julio de 2006	138.819,856114
82 años	Mujeres	1 de enero de 2006	136.219,647629
82 años	Mujeres	1 de julio de 2005	136.241,292045
82 años	Mujeres	1 de enero de 2005	137.533,489199
82 años	Mujeres	1 de julio de 2004	131.066,678708
82 años	Mujeres	1 de enero de 2004	124.818,305814
82 años	Mujeres	1 de julio de 2003	123.209,066638
82 años	Mujeres	1 de enero de 2003	121.822,800656
82 años	Mujeres	1 de julio de 2002	113.613,017509
82 años	Mujeres	1 de enero de 2002	105.618,807051
82 años	Mujeres	1 de julio de 2001	106.252,5625
82 años	Mujeres	1 de enero de 2001	107.268,0625
82 años	Mujeres	1 de julio de 2000	104.823,25
82 años	Mujeres	1 de enero de 2000	102.744,25
82 años	Mujeres	1 de julio de 1999	101.558,625
82 años	Mujeres	1 de enero de 1999	101.025,625
82 años	Mujeres	1 de julio de 1998	101.456,25
82 años	Mujeres	1 de enero de 1998	102.375
82 años	Mujeres	1 de julio de 1997	102.447,0625
82 años	Mujeres	1 de enero de 1997	103.033,5625
82 años	Mujeres	1 de julio de 1996	101.686,25
82 años	Mujeres	1 de enero de 1996	100.664,671875
82 años	Mujeres	1 de julio de 1995	100.730,34375
82 años	Mujeres	1 de enero de 1995	101.096,015625
82 años	Mujeres	1 de julio de 1994	98.521,625
82 años	Mujeres	1 de enero de 1994	96.074,703125
82 años	Mujeres	1 de julio de 1993	96.759,53125
82 años	Mujeres	1 de enero de 1993	98.090,921875
82 años	Mujeres	1 de julio de 1992	94.243,1875
82 años	Mujeres	1 de enero de 1992	90.734,65625
82 años	Mujeres	1 de julio de 1991	89.414,25
82 años	Mujeres	1 de enero de 1991	88.468,995338
82 años	Mujeres	1 de julio de 1990	86.641,769762
82 años	Mujeres	1 de enero de 1990	84.973,22677
82 años	Mujeres	1 de julio de 1989	83.742,898934
82 años	Mujeres	1 de enero de 1989	82.915,373226
82 años	Mujeres	1 de julio de 1988	82.670,148464
82 años	Mujeres	1 de enero de 1988	82.630,412889
82 años	Mujeres	1 de julio de 1987	80.229,332963
82 años	Mujeres	1 de enero de 1987	77.894,287625
82 años	Mujeres	1 de julio de 1986	76.441,882129
82 años	Mujeres	1 de enero de 1986	75.606,03377
82 años	Mujeres	1 de julio de 1985	74.696,648541
82 años	Mujeres	1 de enero de 1985	73.903,30386
82 años	Mujeres	1 de julio de 1984	70.435,4297
82 años	Mujeres	1 de enero de 1984	67.201,660585
82 años	Mujeres	1 de julio de 1983	70.760,334083
82 años	Mujeres	1 de enero de 1983	75.660,678395
82 años	Mujeres	1 de julio de 1982	65.552,005476
82 años	Mujeres	1 de enero de 1982	54.714,289375
82 años	Mujeres	1 de julio de 1981	55.275,923096
82 años	Mujeres	1 de enero de 1981	56.579,945122
82 años	Mujeres	1 de julio de 1980	54.578,061305
82 años	Mujeres	1 de enero de 1980	52.595,730201
82 años	Mujeres	1 de julio de 1979	53.701,684574
82 años	Mujeres	1 de enero de 1979	55.366,689978
82 años	Mujeres	1 de julio de 1978	53.687,805347
82 años	Mujeres	1 de enero de 1978	52.190,536577
82 años	Mujeres	1 de julio de 1977	50.287,708861
82 años	Mujeres	1 de enero de 1977	48.603,387431
82 años	Mujeres	1 de julio de 1976	47.359,638472
82 años	Mujeres	1 de enero de 1976	46.601,5579
82 años	Mujeres	1 de julio de 1975	47.016,202447
82 años	Mujeres	1 de enero de 1975	47.918,06924
82 años	Mujeres	1 de julio de 1974	43.826,164318
82 años	Mujeres	1 de enero de 1974	39.496,729648
82 años	Mujeres	1 de julio de 1973	44.261,1175
82 años	Mujeres	1 de enero de 1973	49.857,278181
82 años	Mujeres	1 de julio de 1972	44.713,283103
82 años	Mujeres	1 de enero de 1972	39.455,927127
82 años	Mujeres	1 de julio de 1971	42.478,311945
82 años	Mujeres	1 de enero de 1971	45.950,52
83 años	Ambos sexos	1 de julio de 2022	209.295,503936
83 años	Ambos sexos	1 de enero de 2022	223.430,755272
83 años	Ambos sexos	1 de julio de 2021	237.339,144568
83 años	Ambos sexos	1 de enero de 2021	252.739,533927
83 años	Ambos sexos	1 de julio de 2020	265.562,639376
83 años	Ambos sexos	1 de enero de 2020	280.942,744874
83 años	Ambos sexos	1 de julio de 2019	276.217,687688
83 años	Ambos sexos	1 de enero de 2019	272.486,630574
83 años	Ambos sexos	1 de julio de 2018	271.173,612022
83 años	Ambos sexos	1 de enero de 2018	271.334,59354
83 años	Ambos sexos	1 de julio de 2017	274.288,523253
83 años	Ambos sexos	1 de enero de 2017	278.705,453032
83 años	Ambos sexos	1 de julio de 2016	277.017,530904
83 años	Ambos sexos	1 de enero de 2016	276.038,084844
83 años	Ambos sexos	1 de julio de 2015	268.938,014375
83 años	Ambos sexos	1 de enero de 2015	262.716,300087
83 años	Ambos sexos	1 de julio de 2014	262.649,560896
83 años	Ambos sexos	1 de enero de 2014	263.923,053349
83 años	Ambos sexos	1 de julio de 2013	255.998,631548
83 años	Ambos sexos	1 de enero de 2013	248.484,106953
83 años	Ambos sexos	1 de julio de 2012	246.571,599088
83 años	Ambos sexos	1 de enero de 2012	246.365,006566
83 años	Ambos sexos	1 de julio de 2011	238.014,629173
83 años	Ambos sexos	1 de enero de 2011	230.007,721188
83 años	Ambos sexos	1 de julio de 2010	229.524,026746
83 años	Ambos sexos	1 de enero de 2010	229.792,903749
83 años	Ambos sexos	1 de julio de 2009	223.696,157828
83 años	Ambos sexos	1 de enero de 2009	218.248,664351
83 años	Ambos sexos	1 de julio de 2008	215.749,927849
83 años	Ambos sexos	1 de enero de 2008	214.035,027425
83 años	Ambos sexos	1 de julio de 2007	210.178,434489
83 años	Ambos sexos	1 de enero de 2007	207.037,283366
83 años	Ambos sexos	1 de julio de 2006	205.326,142825
83 años	Ambos sexos	1 de enero de 2006	204.211,784194
83 años	Ambos sexos	1 de julio de 2005	195.907,767495
83 años	Ambos sexos	1 de enero de 2005	189.031,475702
83 años	Ambos sexos	1 de julio de 2004	183.101,153386
83 años	Ambos sexos	1 de enero de 2004	177.520,734989
83 años	Ambos sexos	1 de julio de 2003	165.948,357496
83 años	Ambos sexos	1 de enero de 2003	153.845,009692
83 años	Ambos sexos	1 de julio de 2002	152.953,857474
83 años	Ambos sexos	1 de enero de 2002	153.279,851063
83 años	Ambos sexos	1 de julio de 2001	149.907
83 años	Ambos sexos	1 de enero de 2001	146.711,640625
83 años	Ambos sexos	1 de julio de 2000	144.995,375
83 años	Ambos sexos	1 de enero de 2000	144.131,921875
83 años	Ambos sexos	1 de julio de 1999	144.566,890625
83 años	Ambos sexos	1 de enero de 1999	146.375,71875
83 años	Ambos sexos	1 de julio de 1998	146.363,75
83 años	Ambos sexos	1 de enero de 1998	147.072,84375
83 años	Ambos sexos	1 de julio de 1997	145.344,140625
83 años	Ambos sexos	1 de enero de 1997	144.095,609375
83 años	Ambos sexos	1 de julio de 1996	144.213,5
83 años	Ambos sexos	1 de enero de 1996	144.660,140625
83 años	Ambos sexos	1 de julio de 1995	141.344,796875
83 años	Ambos sexos	1 de enero de 1995	138.207,21875
83 años	Ambos sexos	1 de julio de 1994	138.399,125
83 años	Ambos sexos	1 de enero de 1994	139.172,53125
83 años	Ambos sexos	1 de julio de 1993	134.858,15625
83 años	Ambos sexos	1 de enero de 1993	130.654,1875
83 años	Ambos sexos	1 de julio de 1992	128.629,9375
83 años	Ambos sexos	1 de enero de 1992	127.179,609375
83 años	Ambos sexos	1 de julio de 1991	124.009,90625
83 años	Ambos sexos	1 de enero de 1991	121.509,137898
83 años	Ambos sexos	1 de julio de 1990	119.290,213543
83 años	Ambos sexos	1 de enero de 1990	117.316,282111
83 años	Ambos sexos	1 de julio de 1989	116.813,930089
83 años	Ambos sexos	1 de enero de 1989	117.088,822885
83 años	Ambos sexos	1 de julio de 1988	113.222,626678
83 años	Ambos sexos	1 de enero de 1988	109.189,750885
83 años	Ambos sexos	1 de julio de 1987	108.216,476054
83 años	Ambos sexos	1 de enero de 1987	107.688,033377
83 años	Ambos sexos	1 de julio de 1986	105.634,10957
83 años	Ambos sexos	1 de enero de 1986	104.401,025019
83 años	Ambos sexos	1 de julio de 1985	100.111,560438
83 años	Ambos sexos	1 de enero de 1985	95.935,668996
83 años	Ambos sexos	1 de julio de 1984	98.908,663199
83 años	Ambos sexos	1 de enero de 1984	102.929,530426
83 años	Ambos sexos	1 de julio de 1983	90.193,667057
83 años	Ambos sexos	1 de enero de 1983	77.230,463141
83 años	Ambos sexos	1 de julio de 1982	77.841,017144
83 años	Ambos sexos	1 de enero de 1982	78.519,576383
83 años	Ambos sexos	1 de julio de 1981	75.721,244335
83 años	Ambos sexos	1 de enero de 1981	73.718,730043
83 años	Ambos sexos	1 de julio de 1980	75.225,656216
83 años	Ambos sexos	1 de enero de 1980	77.229,74316
83 años	Ambos sexos	1 de julio de 1979	74.671,900664
83 años	Ambos sexos	1 de enero de 1979	72.365,78893
83 años	Ambos sexos	1 de julio de 1978	69.546,942986
83 años	Ambos sexos	1 de enero de 1978	66.842,539798
83 años	Ambos sexos	1 de julio de 1977	65.101,3083
83 años	Ambos sexos	1 de enero de 1977	64.016,290259
83 años	Ambos sexos	1 de julio de 1976	64.381,672846
83 años	Ambos sexos	1 de enero de 1976	65.855,060107
83 años	Ambos sexos	1 de julio de 1975	60.279,577098
83 años	Ambos sexos	1 de enero de 1975	54.455,942276
83 años	Ambos sexos	1 de julio de 1974	60.462,710985
83 años	Ambos sexos	1 de enero de 1974	67.039,702995
83 años	Ambos sexos	1 de julio de 1973	61.266,124911
83 años	Ambos sexos	1 de enero de 1973	55.438,605089
83 años	Ambos sexos	1 de julio de 1972	58.817,536529
83 años	Ambos sexos	1 de enero de 1972	62.959,192394
83 años	Ambos sexos	1 de julio de 1971	57.836,994348
83 años	Ambos sexos	1 de enero de 1971	52.586,42
83 años	Hombres	1 de julio de 2022	83.731,534714
83 años	Hombres	1 de enero de 2022	89.665,620106
83 años	Hombres	1 de julio de 2021	95.022,048789
83 años	Hombres	1 de enero de 2021	101.285,477528
83 años	Hombres	1 de julio de 2020	105.614,857306
83 años	Hombres	1 de enero de 2020	111.200,237103
83 años	Hombres	1 de julio de 2019	109.864,415122
83 años	Hombres	1 de enero de 2019	108.938,593146
83 años	Hombres	1 de julio de 2018	108.174,293097
83 años	Hombres	1 de enero de 2018	108.044,993109
83 años	Hombres	1 de julio de 2017	108.953,68766
83 años	Hombres	1 de enero de 2017	110.483,382214
83 años	Hombres	1 de julio de 2016	109.715,407133
83 años	Hombres	1 de enero de 2016	109.157,32809
83 años	Hombres	1 de julio de 2015	106.430,670555
83 años	Hombres	1 de enero de 2015	103.997,6341
83 años	Hombres	1 de julio de 2014	102.851,54484
83 años	Hombres	1 de enero de 2014	102.271,768463
83 años	Hombres	1 de julio de 2013	99.106,172455
83 años	Hombres	1 de enero de 2013	96.194,869416
83 años	Hombres	1 de julio de 2012	94.822,95738
83 años	Hombres	1 de enero de 2012	94.272,349284
83 años	Hombres	1 de julio de 2011	90.973,19841
83 años	Hombres	1 de enero de 2011	87.691,580292
83 años	Hombres	1 de julio de 2010	87.158,683554
83 años	Hombres	1 de enero de 2010	86.865,18737
83 años	Hombres	1 de julio de 2009	84.105,256423
83 años	Hombres	1 de enero de 2009	81.569,934345
83 años	Hombres	1 de julio de 2008	80.345,402786
83 años	Hombres	1 de enero de 2008	79.514,031827
83 años	Hombres	1 de julio de 2007	78.400,684057
83 años	Hombres	1 de enero de 2007	77.565,306546
83 años	Hombres	1 de julio de 2006	75.902,921256
83 años	Hombres	1 de enero de 2006	74.379,038179
83 años	Hombres	1 de julio de 2005	72.285,691053
